,id,Tranc_YearMonth,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,Tranc_Year,Tranc_Month,mid_storey,lower,upper,mid,full_flat_type,address,floor_area_sqft,hdb_age,max_floor_lvl,year_completed,residential,commercial,market_hawker,multistorey_carpark,precinct_pavilion,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,postal,Latitude,Longitude,planning_area,Mall_Nearest_Distance,Mall_Within_500m,Mall_Within_1km,Mall_Within_2km,Hawker_Nearest_Distance,Hawker_Within_500m,Hawker_Within_1km,Hawker_Within_2km,hawker_food_stalls,hawker_market_stalls,mrt_nearest_distance,mrt_name,bus_interchange,mrt_interchange,mrt_latitude,mrt_longitude,bus_stop_nearest_distance,bus_stop_name,bus_stop_latitude,bus_stop_longitude,pri_sch_nearest_distance,pri_sch_name,vacancy,pri_sch_affiliation,pri_sch_latitude,pri_sch_longitude,sec_sch_nearest_dist,sec_sch_name,cutoff_point,affiliation,sec_sch_latitude,sec_sch_longitude
46737,144228,2017-10,BISHAN,4 ROOM,273B,BISHAN ST 24,22 TO 24,95.0,DBSS,2011,800000.0,2017,10,23,22,24,23,4 ROOM DBSS,"273B, BISHAN ST 24",1022.58,10,40,2011,Y,N,N,N,N,160,0,0,0,40,120,0,0,0,0,0,0,0,572273,1.356072993,103.8434702,Bishan,854.6218782,,1.0,4.0,857.372249,,1.0,8.0,31,51,813.6219472891164,Bishan,1,1,1.350579599,103.848305,216.7609864825368,Whitley Sec Sch,1.35548111090619,103.84161232917472,216.49506649027705,Catholic High School,20,1,1.3547888769999998,103.8449341,119.5244895022754,Whitley Secondary School,188,0,1.355494624,103.8425639
46759,162358,2017-02,ANG MO KIO,5 ROOM,317,ANG MO KIO ST 31,19 TO 21,138.0,Model A,1994,788888.0,2017,2,20,19,21,20,5 ROOM Model A,"317, ANG MO KIO ST 31",1485.432,27,20,1993,Y,N,N,N,N,91,0,0,0,7,84,0,0,0,0,0,0,0,560317,1.365624783,103.8470115,Ang Mo Kio,447.1041238,1.0,2.0,3.0,216.9873159,1.0,5.0,10.0,32,86,536.8584002445276,Ang Mo Kio,1,0,1.369464707,103.849939,230.8119658234331,OPP BLK 315,1.36389805596869,103.84585916699372,449.43600398882256,Teck Ghee Primary School,47,0,1.365200631,103.8510322,526.9074579665602,Ang Mo Kio Secondary School,224,0,1.367359004,103.8426004
46763,61810,2018-10,TOA PAYOH,5 ROOM,139A,LOR 1A TOA PAYOH,31 TO 33,117.0,DBSS,2012,1030000.0,2018,10,32,31,33,32,5 ROOM DBSS,"139A, LOR 1A TOA PAYOH",1259.388,9,40,2012,Y,N,N,N,N,237,0,0,19,60,158,0,0,0,0,0,0,0,311139,1.336277758,103.8440449,Toa Payoh,564.2884569,,1.0,6.0,223.9445838,1.0,4.0,9.0,40,108,524.5510874648747,Caldecott,0,0,1.337114855,103.8394011,54.225934365746696,Opp Philips S'pore,1.33640498933489,103.84357399610558,431.79224888810296,Kheng Cheng School,75,0,1.337407636,103.8477611,449.1368666929474,CHIJ Secondary,243,0,1.33246213,103.8427194
46849,177420,2018-07,HOUGANG,EXECUTIVE,853,HOUGANG CTRL,13 TO 15,135.0,Apartment,1997,845000.0,2018,7,14,13,15,14,EXECUTIVE Apartment,"853, HOUGANG CTRL",1453.14,24,16,1995,Y,N,N,N,N,66,0,0,0,0,0,66,0,0,0,0,0,0,530853,1.369283267,103.8940711,Hougang,177.0344747,2.0,2.0,6.0,1386.886326,,,3.0,40,0,321.61390488936314,Hougang,1,0,1.371956795,103.8929672,109.40476043971792,Blk 302,1.368308353364,103.89393838248247,286.2891955280758,Holy Innocents' Primary School,45,1,1.366737841,103.8936841,305.60681169301245,Holy Innocents' High School,228,0,1.371215065,103.8960266
46850,61646,2018-11,QUEENSTOWN,4 ROOM,53,C'WEALTH DR,28 TO 30,96.0,Model A,2015,783000.0,2018,11,29,28,30,29,4 ROOM Model A,"53, C'WEALTH DR",1033.344,6,40,2013,Y,N,N,N,N,279,0,0,106,134,39,0,0,0,0,0,0,0,142053,1.302058783,103.7965817,Queenstown,978.1532179,,1.0,6.0,181.3989904,2.0,4.0,9.0,28,89,243.0799037068357,Commonwealth,0,0,1.302083048,103.7987682,124.67883019265572,Blk 50,1.30097055597804,103.7968519439962,451.5424621235639,New Town Primary School,82,0,1.299811388,103.7999648,598.1144001698598,Queensway Secondary School,214,0,1.300475167,103.8017236
46908,167752,2013-09,BUKIT MERAH,5 ROOM,109,SPOTTISWOODE PK RD,22 TO 24,121.0,Standard,1979,820000.0,2013,9,23,22,24,23,5 ROOM Standard,"109, SPOTTISWOODE PK RD",1302.444,42,24,1977,Y,N,N,N,N,92,0,0,0,0,88,4,0,0,0,0,0,0,80109,1.274031873,103.8366527,Bukit Merah,761.2794808,,1.0,8.0,788.5191384,,1.0,13.0,52,108,870.8532995805338,Outram Park,0,1,1.281604154,103.8386525,168.33740547626147,Former Railway Stn,1.272538056,103.8364069,398.7390283616324,Cantonment Primary School,58,0,1.275505441,103.8399227,1374.6749937389873,Outram Secondary School,188,0,1.286387486,103.8370728
46927,149847,2018-04,BUKIT MERAH,5 ROOM,73A,REDHILL RD,28 TO 30,115.0,Improved,2005,900000.0,2018,4,29,28,30,29,5 ROOM Improved,"73A, REDHILL RD",1237.86,16,30,2004,Y,N,N,N,N,162,0,0,0,46,116,0,0,0,0,0,0,0,151073,1.28793757,103.8167909,Bukit Merah,1165.141689,,,5.0,178.82702,3.0,5.0,16.0,0,122,179.5502801540853,Redhill,0,0,1.289485876,103.8172494,61.48099519708934,Blk 72,1.28754723360397,103.81639920301684,280.63945412272125,Gan Eng Seng Primary School,66,0,1.285955393,103.8152282,466.5759992931792,Bukit Merah Secondary School,189,0,1.285751537,103.8132084
46963,184197,2018-08,BUKIT TIMAH,EXECUTIVE,10,TOH YI DR,04 TO 06,146.0,Maisonette,1989,1058000.0,2018,8,5,4,6,5,EXECUTIVE Maisonette,"10, TOH YI DR",1571.544,32,7,1988,Y,N,N,N,N,36,0,0,0,0,0,36,0,0,0,0,0,0,590010,1.337539566,103.7731611,Bukit Timah,585.6887349,,3.0,3.0,374.9932679,1.0,1.0,1.0,84,95,518.412958236861,Beauty World,1,0,1.341597171,103.7754578,309.6889495551863,Blk 18,1.3402766921203502,103.77264625507586,332.59026814758494,Pei Hwa Presbyterian Primary School,20,0,1.338055078,103.7761082,1247.665142399708,Methodist Girls' School,260,1,1.33286306,103.7833634
46968,74144,2014-10,QUEENSTOWN,5 ROOM,91,TANGLIN HALT RD,10 TO 12,110.0,Improved,2008,850000.0,2014,10,11,10,12,11,5 ROOM Improved,"91, TANGLIN HALT RD",1184.04,13,40,2007,Y,N,N,N,N,331,0,3,0,254,39,0,0,35,0,0,0,0,142091,1.300727923,103.7994173,Queenstown,1252.549574,,,6.0,193.4059415,2.0,4.0,10.0,28,89,167.06930385741018,Commonwealth,0,0,1.302083048,103.7987682,193.47564608976813,C'Wealth Stn Exit A/D,1.30213305598263,103.7983908330214,118.70485760270138,New Town Primary School,82,0,1.299811388,103.7999648,257.9186630937637,Queensway Secondary School,214,0,1.300475167,103.8017236
46971,110907,2014-11,BUKIT MERAH,5 ROOM,9,JLN RUMAH TINGGI,10 TO 12,137.0,Model A,1984,790000.0,2014,11,11,10,12,11,5 ROOM Model A,"9, JLN RUMAH TINGGI",1474.668,37,18,1983,Y,Y,N,N,N,102,0,0,0,34,68,0,0,0,0,0,0,0,150009,1.288816153,103.8082053,Bukit Merah,289.3771564,2.0,3.0,4.0,199.7284408,2.0,3.0,12.0,96,48,644.8526916057803,Queenstown,0,0,1.294250313,103.8061795,116.15062639526832,Opp Blk 36,1.28883435010664,103.80924997344988,798.2354684770484,Queenstown Primary School,60,0,1.295988446,103.8079019,652.2722050476223,Bukit Merah Secondary School,189,0,1.285751537,103.8132084
46987,176303,2012-10,BISHAN,EXECUTIVE,186,BISHAN ST 13,04 TO 06,146.0,Maisonette,1987,870000.0,2012,10,5,4,6,5,EXECUTIVE Maisonette,"186, BISHAN ST 13",1571.544,34,11,1986,Y,N,N,N,N,80,0,0,0,0,0,80,0,0,0,0,0,0,570186,1.349345586,103.8525788,Bishan,470.6693645,1.0,1.0,2.0,1018.681408,,,9.0,80,77,494.5114387763882,Bishan,1,1,1.350579599,103.848305,148.53747320926897,Opp Kuo Chuan Presby Sch,1.3493461110909,103.85391500001568,222.2047974541721,Kuo Chuan Presbyterian Primary School,45,1,1.349783074,103.8545292,270.784853281603,Kuo Chuan Presbyterian Secondary School,232,0,1.350109648,103.8548917
47018,92399,2019-05,ANG MO KIO,5 ROOM,596D,ANG MO KIO ST 52,25 TO 27,110.0,Improved,2003,860000.0,2019,5,26,25,27,26,5 ROOM Improved,"596D, ANG MO KIO ST 52",1184.04,18,28,2001,Y,N,N,N,N,162,0,0,0,108,54,0,0,0,0,0,0,0,564596,1.371871353,103.8510304,Ang Mo Kio,394.9858248,1.0,2.0,3.0,391.3057157,1.0,4.0,11.0,50,100,293.8244115906446,Ang Mo Kio,1,0,1.369464707,103.849939,137.18422450641128,Blk 522,1.3729466814704,103.8516353477965,86.81737854714362,Jing Shan Primary School,36,0,1.371892676,103.8518111,267.3411828669478,Anderson Secondary School,245,0,1.374242189,103.85143
47045,155192,2020-12,CLEMENTI,5 ROOM,416,CLEMENTI AVE 1,10 TO 12,121.0,Improved,2013,820000.0,2020,12,11,10,12,11,5 ROOM Improved,"416, CLEMENTI AVE 1",1302.444,8,40,2012,Y,N,N,N,N,222,0,0,0,74,148,0,0,0,0,0,0,0,121416,1.309825364,103.7700732,Clementi,618.7966104,,4.0,4.0,505.0529811,,3.0,5.0,18,96,839.7911334462002,Clementi,1,0,1.315405642,103.7649827,188.2766644869653,Aft Clementi Ave 1,1.30904805161426,103.77157783850733,755.8570906585753,Pei Tong Primary School,84,0,1.316148017,103.7675763,221.1277747481765,Nan Hua High School,243,0,1.308141211,103.7690154
47049,180532,2021-04,CLEMENTI,EXECUTIVE,111,CLEMENTI ST 13,04 TO 06,147.0,Maisonette,1985,828000.0,2021,4,5,4,6,5,EXECUTIVE Maisonette,"111, CLEMENTI ST 13",1582.308,36,13,1983,Y,N,N,N,N,72,0,0,0,0,0,72,0,0,0,0,0,0,120111,1.323216054,103.7711261,Clementi,1122.894642,,,4.0,982.4711326,,1.0,5.0,18,96,1104.8316482419098,Clementi,1,0,1.315405642,103.7649827,148.76534902762168,Blk 116,1.32402249998323,103.77219388896604,879.4354886534745,Pei Tong Primary School,84,0,1.316148017,103.7675763,1323.8099073294527,Clementi Town Secondary School,231,0,1.315474974,103.7620787
47065,92830,2018-05,BEDOK,5 ROOM,219C,BEDOK CTRL,16 TO 18,112.0,Improved,2010,875000.0,2018,5,17,16,18,17,5 ROOM Improved,"219C, BEDOK CTRL",1205.568,11,17,2008,Y,N,N,N,N,95,0,0,0,63,32,0,0,0,0,0,0,0,463219,1.324855984,103.9335196,Bedok,126.5268674,4.0,4.0,5.0,251.5693037,2.0,6.0,8.0,82,114,505.6436572474971,Bedok,1,0,1.323568636,103.9291571,131.18133104661135,Blk 221A,1.3246905167586,103.93468799273931,479.34641689707325,Bedok Green Primary School,74,0,1.323996276,103.937745,747.5879111041711,Temasek Junior College,249,1,1.318461906,103.935598
47114,59526,2017-12,BUKIT MERAH,4 ROOM,57,HAVELOCK RD,22 TO 24,91.0,Model A,2013,785000.0,2017,12,23,22,24,23,4 ROOM Model A,"57, HAVELOCK RD",979.524,8,35,2011,Y,N,N,N,N,184,0,6,68,68,0,0,0,42,0,0,0,0,161057,1.290138585,103.8284533,Bukit Merah,430.3698209,1.0,2.0,27.0,226.5286601,3.0,5.0,13.0,32,62,512.6097753836284,Tiong Bahru,0,0,1.285764585,103.8269968,56.60660015962176,Blk 79,1.2906068883948798,103.82865297447871,517.9698942514561,Alexandra Primary School,54,0,1.291299035,103.8239408,537.9211289364479,Gan Eng Seng School,223,0,1.289071145,103.8237337
47117,34213,2020-12,QUEENSTOWN,5 ROOM,90,TANGLIN HALT RD,22 TO 24,110.0,Improved,2008,886000.0,2020,12,23,22,24,23,5 ROOM Improved,"90, TANGLIN HALT RD",1184.04,13,40,2007,Y,N,N,N,N,389,0,7,116,195,40,0,0,31,0,0,0,0,141090,1.300517009,103.7989763,Queenstown,1255.929168,,,6.0,148.4930181,2.0,4.0,10.0,28,89,175.6655123086188,Commonwealth,0,0,1.302083048,103.7987682,191.11954987465,C'Wealth Stn Exit A/D,1.30213305598263,103.7983908330214,135.02425966250271,New Town Primary School,82,0,1.299811388,103.7999648,305.4425700328391,Queensway Secondary School,214,0,1.300475167,103.8017236
47191,145133,2016-03,BISHAN,5 ROOM,191,BISHAN ST 13,01 TO 03,123.0,Improved,1987,799000.0,2016,3,2,1,3,2,5 ROOM Improved,"191, BISHAN ST 13",1323.972,34,8,1986,Y,N,N,N,N,84,0,0,0,43,41,0,0,0,0,0,0,0,570191,1.350541612,103.8513711,Bishan,329.836205,1.0,1.0,1.0,1180.370214,,,9.0,80,77,340.8662251350741,Bishan,1,1,1.350579599,103.848305,165.94068095033674,Bishan Int,1.35045541249544,103.84988083722293,361.0572759292227,Kuo Chuan Presbyterian Primary School,45,1,1.349783074,103.8545292,394.3006301787368,Kuo Chuan Presbyterian Secondary School,232,0,1.350109648,103.8548917
47194,170353,2021-03,BUKIT BATOK,EXECUTIVE,288G,BT BATOK ST 25,07 TO 09,165.0,Maisonette,1997,880000.0,2021,3,8,7,9,8,EXECUTIVE Maisonette,"288G, BT BATOK ST 25",1776.06,24,15,1997,Y,N,N,N,N,98,0,0,0,0,84,14,0,0,0,0,0,0,656288,1.345013481,103.7595968,Bukit Batok,1308.63395,,,4.0,1898.709818,,,1.0,84,95,1183.6074476826773,Bukit Batok,1,0,1.34956122,103.74997009999998,151.9769340465584,Blk 289E,1.34406411828167,103.75861329619693,371.326625096258,Keming Primary School,39,0,1.3452450530000002,103.7562645,301.54166848459414,Yusof Ishak Secondary School,188,0,1.3423337780000002,103.7600131
47215,88515,2014-12,KALLANG/WHAMPOA,5 ROOM,38A,BENDEMEER RD,19 TO 21,113.0,Improved,2012,828000.0,2014,12,20,19,21,20,5 ROOM Improved,"38A, BENDEMEER RD",1216.332,9,26,2010,Y,N,N,N,N,170,0,0,0,120,50,0,0,0,0,0,0,0,331038,1.320057978,103.8669394,Kallang,1183.556054,,,6.0,384.6913339,2.0,3.0,10.0,84,127,538.6481110022133,Geylang Bahru,0,0,1.321301102,103.8716226,198.84719557439297,Chubb S'pore,1.31828596087227,103.86669874193284,297.23296749318973,Bendemeer Primary School,56,0,1.322208475,103.8653513,834.6452835662882,Bendemeer Secondary School,188,0,1.324611113,103.8609703
47247,100424,2020-06,BUKIT MERAH,5 ROOM,19,JLN MEMBINA,25 TO 27,110.0,Improved,2003,950000.0,2020,6,26,25,27,26,5 ROOM Improved,"19, JLN MEMBINA",1184.04,18,30,2001,Y,N,N,N,N,156,0,0,0,69,87,0,0,0,0,0,0,0,163019,1.285570416,103.8262762,Bukit Merah,139.8512915,1.0,1.0,4.0,340.2465566,3.0,8.0,14.0,32,62,82.9654660303058,Tiong Bahru,0,0,1.285764585,103.8269968,61.02224998979818,Opp Tiong Bahru Stn,1.28593135445772,103.82668969231536,120.05839169837324,Zhangde Primary School,62,0,1.28449822,103.826149,481.05329905107794,Gan Eng Seng School,223,0,1.289071145,103.8237337
47259,119119,2016-11,BISHAN,EXECUTIVE,445,SIN MING AVE,10 TO 12,190.0,Maisonette,1990,890000.0,2016,11,11,10,12,11,EXECUTIVE Maisonette,"445, SIN MING AVE",2045.16,31,12,1988,Y,Y,N,N,N,90,0,0,0,65,18,7,0,0,0,0,0,0,570445,1.358711425,103.8317201,Bishan,509.1413436,,1.0,1.0,964.1972662,,1.0,6.0,31,51,1519.6794823794237,Marymount,0,0,1.3478730819999998,103.8400478,168.6833908627411,Blk 454,1.35929833296604,103.8303208330076,270.93708018235884,Ai Tong School,30,0,1.360736365,103.8330757,849.2649471364058,Peirce Secondary School,208,0,1.366131676,103.8299104
47265,126524,2014-11,GEYLANG,5 ROOM,30,CASSIA CRES,10 TO 12,120.0,Improved,1998,780000.0,2014,11,11,10,12,11,5 ROOM Improved,"30, CASSIA CRES",1291.6799999999998,23,19,1997,Y,N,N,N,N,155,0,0,0,101,54,0,0,0,0,0,0,0,392030,1.309687215,103.8834754,Geylang,718.6097458,,1.0,8.0,294.3677343,2.0,4.0,11.0,16,78,405.6791596583299,Mountbatten,0,0,1.306045926,103.8832483,100.96822903255284,blk 56,1.31054638768125,103.88318148792813,549.6604455408248,Kong Hwa School,51,0,1.311114219,103.8882094,430.5852267730709,Broadrick Secondary School,188,0,1.30750538,103.8866754
47321,61606,2019-10,TOA PAYOH,5 ROOM,138C,LOR 1A TOA PAYOH,01 TO 03,113.0,DBSS,2012,800000.0,2019,10,2,1,3,2,5 ROOM DBSS,"138C, LOR 1A TOA PAYOH",1216.332,9,40,2012,Y,N,N,N,N,237,0,0,19,60,158,0,0,0,0,0,0,0,313138,1.336264137,103.8449074,Toa Payoh,511.34917,,1.0,6.0,210.0627736,1.0,4.0,9.0,40,108,533.7585838475819,Toa Payoh,1,0,1.332376442,103.8477238,131.23113787037065,Blk 138B,1.33636138602833,103.84608389640736,341.7640992797974,Kheng Cheng School,75,0,1.337407636,103.8477611,487.7390910073026,CHIJ Secondary,243,0,1.33246213,103.8427194
47343,56368,2020-03,KALLANG/WHAMPOA,5 ROOM,8,BOON KENG RD,10 TO 12,119.0,DBSS,2011,910000.0,2020,3,11,10,12,11,5 ROOM DBSS,"8, BOON KENG RD",1280.916,10,40,2011,Y,N,N,N,N,238,0,0,24,56,158,0,0,0,0,0,0,0,330008,1.316424896,103.8615016,Kallang,758.4866616,,4.0,14.0,361.854708,1.0,1.0,12.0,88,105,187.98659177489665,Boon Keng,0,0,1.317911495,103.8606963,98.34864700079916,Blk 7,1.3171830559684898,103.86195722198198,725.131587926035,Hong Wen School,48,0,1.321689285,103.8576518,912.179897255243,Bendemeer Secondary School,188,0,1.324611113,103.8609703
47360,124412,2020-09,QUEENSTOWN,4 ROOM,23,GHIM MOH LINK,22 TO 24,93.0,Model A,2013,815000.0,2020,9,23,22,24,23,4 ROOM Model A,"23, GHIM MOH LINK",1001.052,8,40,2011,Y,N,N,N,N,291,0,0,0,215,76,0,0,0,0,0,0,0,271023,1.308682479,103.7862088,Queenstown,310.5035102,2.0,2.0,3.0,350.5071471,1.0,2.0,7.0,72,158,521.2955482878142,Buona Vista,0,1,1.307197257,103.7906566,174.8179690547691,Blk 27,1.30807305598128,103.78475916699465,878.5162786715679,Fairfield Methodist School,32,1,1.300798691,103.7856922,779.2026454027152,Fairfield Methodist School,241,0,1.301920884,103.7843681
47374,96682,2020-07,QUEENSTOWN,4 ROOM,50,STRATHMORE AVE,28 TO 30,90.0,Model A,2006,790000.0,2020,7,29,28,30,29,4 ROOM Model A,"50, STRATHMORE AVE",968.76,15,30,2004,Y,N,N,N,N,176,0,0,0,147,29,0,0,0,0,0,0,0,140050,1.293845338,103.8087279,Queenstown,644.5212476,,3.0,3.0,644.3772424,,3.0,10.0,47,66,286.853496650055,Queenstown,0,0,1.294250313,103.8061795,159.52720555911475,Blk 53A CP,1.2931986108138,103.80744694841285,255.38159553703008,Queenstown Primary School,60,0,1.295988446,103.8079019,495.6405079766485,Queenstown Secondary School,188,0,1.2935332940000002,103.8131755
47390,183947,2012-09,PASIR RIS,EXECUTIVE,585,PASIR RIS ST 53,10 TO 12,151.0,Maisonette,1995,800000.0,2012,9,11,10,12,11,EXECUTIVE Maisonette,"585, PASIR RIS ST 53",1625.3639999999998,26,11,1994,Y,N,N,N,N,45,0,0,0,0,0,45,0,0,0,0,0,0,510585,1.375350847,103.9473766,Pasir Ris,419.8288208,1.0,3.0,3.0,497.4330407,1.0,1.0,1.0,42,0,353.75601483402795,Pasir Ris,1,0,1.372841969,103.9493334,98.53805192802302,Blk 502,1.3755835643888,103.94652128223,227.18112511649517,Elias Park Primary School,52,0,1.375033032,103.9453578,823.6140426539786,Hai Sing Catholic School,220,0,1.3746382030000002,103.9547513
47401,71549,2012-11,GEYLANG,5 ROOM,28,CASSIA CRES,13 TO 15,120.0,Improved,1998,820000.0,2012,11,14,13,15,14,5 ROOM Improved,"28, CASSIA CRES",1291.6799999999998,23,19,1997,Y,N,N,N,N,155,0,0,0,101,54,0,0,0,0,0,0,0,391028,1.30894453,103.8835301,Geylang,790.7137872,,1.0,8.0,213.9198978,2.0,3.0,10.0,16,78,323.828856543827,Mountbatten,0,0,1.306045926,103.8832483,182.28558824293367,blk 56,1.31054638768125,103.88318148792813,573.4031832379445,Kong Hwa School,51,0,1.311114219,103.8882094,384.5304515293258,Broadrick Secondary School,188,0,1.30750538,103.8866754
47492,175203,2018-06,TAMPINES,EXECUTIVE,857,TAMPINES ST 83,10 TO 12,146.0,Maisonette,1988,825000.0,2018,6,11,10,12,11,EXECUTIVE Maisonette,"857, TAMPINES ST 83",1571.544,33,11,1987,Y,N,N,N,N,80,0,0,0,0,0,80,0,0,0,0,0,0,520857,1.354303068,103.9359001,Tampines,502.2898266,,4.0,5.0,503.5979017,,1.0,2.0,42,0,995.7034684988936,Tampines West,0,0,1.345643664,103.9381809,150.70926094599864,Blk 863,1.35563964372785,103.9361250375664,425.1348181009181,Poi Ching School,70,0,1.358087001,103.9353525,296.6067408370972,Junyuan Secondary School,188,0,1.353341241,103.9334114
47510,173297,2014-12,BUKIT MERAH,5 ROOM,94,HAVELOCK RD,19 TO 21,118.0,Improved,1983,820000.0,2014,12,20,19,21,20,5 ROOM Improved,"94, HAVELOCK RD",1270.1519999999998,38,25,1982,Y,N,N,N,N,96,0,0,0,0,96,0,0,0,0,0,0,0,160094,1.288213201,103.8332335,Bukit Merah,565.4167154,,2.0,29.0,394.9373089,2.0,5.0,17.0,30,0,744.8609871096643,Tiong Bahru,0,0,1.285764585,103.8269968,34.311450934266,Blk 94,1.28837086415387,103.83349881780524,732.5263631017353,River Valley Primary School,33,0,1.294183475,103.8360189,472.6244866486002,Outram Secondary School,188,0,1.286387486,103.8370728
47522,91057,2019-05,TOA PAYOH,5 ROOM,154,LOR 2 TOA PAYOH,13 TO 15,124.0,Improved,2001,890000.0,2019,5,14,13,15,14,5 ROOM Improved,"154, LOR 2 TOA PAYOH",1334.736,20,30,1999,Y,N,N,N,N,140,0,0,0,53,87,0,0,0,0,0,0,0,310154,1.33328783,103.8461656,Toa Payoh,158.4064659,1.0,3.0,7.0,560.1459245,,4.0,9.0,40,108,200.68456216025464,Toa Payoh,1,0,1.332376442,103.8477238,50.35676161301422,Opp Toa Payoh Stn,1.33306633976898,103.84656071660623,475.01896738778674,CHIJ Primary,42,1,1.332818153,103.8419184,393.94479396588974,CHIJ Secondary,243,0,1.33246213,103.8427194
47536,56914,2021-02,CLEMENTI,4 ROOM,441B,CLEMENTI AVE 3,34 TO 36,93.0,Model A,2012,880000.0,2021,2,35,34,36,35,4 ROOM Model A,"441B, CLEMENTI AVE 3",1001.052,9,40,2011,Y,N,N,N,N,256,0,0,64,192,0,0,0,0,0,0,0,0,122441,1.314576215,103.7641589,Clementi,111.2117754,3.0,3.0,4.0,143.7344588,1.0,4.0,5.0,51,105,129.97151495660708,Clementi,1,0,1.315405642,103.7649827,37.97135811789281,Clementi Int,1.31491572870629,103.76412225438476,183.96212460121168,Clementi Primary School,75,0,1.315808563,103.7630548,251.9177620274775,Clementi Town Secondary School,231,0,1.315474974,103.7620787
47540,61801,2018-05,TOA PAYOH,5 ROOM,139A,LOR 1A TOA PAYOH,34 TO 36,114.0,DBSS,2012,966000.0,2018,5,35,34,36,35,5 ROOM DBSS,"139A, LOR 1A TOA PAYOH",1227.096,9,40,2012,Y,N,N,N,N,237,0,0,19,60,158,0,0,0,0,0,0,0,311139,1.336277758,103.8440449,Toa Payoh,564.2884569,,1.0,6.0,223.9445838,1.0,4.0,9.0,40,108,524.5510874648747,Caldecott,0,0,1.337114855,103.8394011,54.225934365746696,Opp Philips S'pore,1.33640498933489,103.84357399610558,431.79224888810296,Kheng Cheng School,75,0,1.337407636,103.8477611,449.1368666929474,CHIJ Secondary,243,0,1.33246213,103.8427194
47558,86333,2015-01,BUKIT MERAH,5 ROOM,119B,KIM TIAN RD,28 TO 30,110.0,Improved,2002,805000.0,2015,1,29,28,30,29,5 ROOM Improved,"119B, KIM TIAN RD",1184.04,19,30,2001,Y,N,N,N,N,200,0,0,0,128,72,0,0,0,0,0,0,0,162119,1.281155585,103.8272666,Bukit Merah,587.8968075,,1.0,6.0,179.0679743,1.0,5.0,16.0,28,96,513.374302299641,Tiong Bahru,0,0,1.285764585,103.8269968,86.84383397156482,Blk 201,1.2803950142786,103.82708906887606,391.89882450267856,Zhangde Primary School,62,0,1.28449822,103.826149,790.1903036883152,CHIJ Saint Theresa's Convent,235,0,1.276029248,103.8223439
47586,99714,2012-09,ANG MO KIO,5 ROOM,596A,ANG MO KIO ST 52,13 TO 15,110.0,Improved,2002,798888.0,2012,9,14,13,15,14,5 ROOM Improved,"596A, ANG MO KIO ST 52",1184.04,19,28,2000,Y,N,N,N,N,135,0,0,0,81,54,0,0,0,0,0,0,0,561596,1.37243024,103.8509492,Ang Mo Kio,434.400272,1.0,2.0,3.0,390.4229257,2.0,4.0,10.0,50,100,348.3491594203072,Ang Mo Kio,1,0,1.369464707,103.849939,95.47497193092804,Blk 522,1.3729466814704,103.8516353477965,112.92832577757493,Jing Shan Primary School,36,0,1.371892676,103.8518111,208.44808176249649,Anderson Secondary School,245,0,1.374242189,103.85143
47592,79577,2015-05,CENTRAL AREA,4 ROOM,1E,CANTONMENT RD,22 TO 24,93.0,Type S1,2011,860000.0,2015,5,23,22,24,23,4 ROOM Type S1,"1E, CANTONMENT RD",1001.052,10,50,2009,Y,N,N,N,N,264,0,0,0,176,88,0,0,0,0,0,0,0,85501,1.276621683,103.8411561,Outram,341.9262826,1.0,3.0,11.0,231.0320966,1.0,5.0,11.0,52,108,620.0042732057801,Outram Park,0,1,1.281604154,103.8386525,64.77888362258923,Maritime Hse,1.2767686109831595,103.84059222200348,184.9488640156234,Cantonment Primary School,58,0,1.275505441,103.8399227,1176.965115463254,Outram Secondary School,188,0,1.286387486,103.8370728
47612,69912,2014-07,BUKIT MERAH,5 ROOM,70,REDHILL CL,07 TO 09,115.0,Improved,2001,788000.0,2014,7,8,7,9,8,5 ROOM Improved,"70, REDHILL CL",1237.86,20,30,1999,Y,N,N,N,N,86,0,0,0,63,23,0,0,0,0,0,0,0,151070,1.287006588,103.8169125,Bukit Merah,1141.807299,,,5.0,170.8975955,3.0,5.0,16.0,96,0,278.21657778611376,Redhill,0,0,1.289485876,103.8172494,78.53720236676129,Opp Blk 71,1.28762380319765,103.8172559639682,220.7281597564796,Gan Eng Seng Primary School,66,0,1.285955393,103.8152282,434.7792007519567,Bukit Merah Secondary School,189,0,1.285751537,103.8132084
47616,156042,2020-11,TOA PAYOH,5 ROOM,81,LOR 4 TOA PAYOH,13 TO 15,122.0,Improved,1997,828888.0,2020,11,14,13,15,14,5 ROOM Improved,"81, LOR 4 TOA PAYOH",1313.208,24,25,1995,Y,N,N,N,N,69,0,0,0,23,46,0,0,0,0,0,0,0,310081,1.335410349,103.8504235,Toa Payoh,515.3504331,,1.0,6.0,201.8471266,3.0,6.0,8.0,10,80,451.52564751916026,Toa Payoh,1,0,1.332376442,103.8477238,174.96171800879807,Jackson Sq,1.33683113907107,103.84974718092391,370.0247966797028,Kheng Cheng School,75,0,1.337407636,103.8477611,732.5306294606119,Beatty Secondary School,211,0,1.341790511,103.85206490000002
